Id	Pages
934	[637, 866, 1067, 1080, 1281, 61, 636, 12]
935	[6, 905, 273, 933, 69, 716, 1067, 868, 197, 1080, 1229]
936	[474, 99, 17, 695, 147, 868, 216, 87, 96, 12]
937	[659, 127, 932, 70]
938	[54, 559, 188, 131, 121, 226, 27, 39, 29]
939	[54, 55, 57, 34, 47, 39, 74, 1137]
940	[17, 6, 378, 18]
941	[54, 562, 38, 786, 352, 30, 32, 207, 539, 25, 540, 107, 733, 858, 517, 51, 891, 740, 905, 57, 1014, 1068, 1077, 1069, 1080, 738, 779, 675, 1168, 1131, 1132, 305, 1202, 213, 1, 69, 471, 1224, 1285, 221, 1240, 7, 74, 75, 11, 1369, 1351, 1359, 1416, 86, 1490, 1550, 17, 155, 390, 689, 18]
942	[216, 1077, 868, 1124, 86, 736, 1080]
943	[507, 383, 384, 41]
944	[145, 624, 627, 265]
945	[152, 373, 85, 34, 1418]
946	[220, 369, 70, 353]
947	[325, 97, 6, 138, 17, 87, 18]
948	[70, 105, 938, 939, 866, 1007, 868]
949	[244, 1220, 1549, 1098, 1202]
950	[410, 244, 1169, 69, 99, 7, 769, 1220]
951	[6, 99, 1175, 1225, 1229, 1237, 1230, 249]
952	[19, 360, 323, 324, 372, 127, 407, 1067, 1080, 69, 145, 667, 1267, 1226, 1341, 23, 27, 68]
953	[189, 6, 1068, 736]
954	[145, 624, 627, 265, 662]
955	[6, 41, 513, 1239, 1234, 1343, 1346, 1455, 232, 68, 1520, 1552, 1570, 100]
956	[7, 74, 75, 120, 11, 44, 76, 121, 122]
957	[215, 736, 69, 858]
958	[47, 151, 499, 303, 561, 1124, 520, 736, 1450, 1005, 61, 1489]
959	[38, 538, 381, 31, 213, 539]
960	[42, 220, 536, 127, 840]
961	[477, 27, 1, 736, 1124, 1383, 1418]
962	[31, 213, 1351, 1352]
963	[221, 52, 151, 86, 1556]
964	[483, 663, 664, 490]
965	[528, 152, 373, 50]
966	[665, 282, 1023, 983, 61, 751]
967	[152, 373, 52, 1124]
968	[159, 868, 1240, 1, 1341, 1456, 1571]
969	[378, 4, 17, 88, 1, 509, 82, 460, 524, 122, 76, 1170, 361, 1233, 326, 147, 83, 115, 134, 305, 1451, 40]
970	[354, 47, 285, 435, 7, 258, 76, 181]
971	[177, 402, 241, 868, 452, 1170, 1233, 1349, 1370, 1280]
972	[62, 166, 131, 167, 130, 1006, 1358, 69]
973	[147, 138, 17, 325, 4, 18, 736]
974	[151, 10, 86, 223]
975	[6, 162, 74, 34, 120]
976	[266, 255, 194, 666, 667, 144, 311, 148, 39]
977	[668, 1169, 1124, 736]
978	[7, 74, 34, 76]
979	[216, 55, 422, 86, 631]
980	[99, 98, 166, 128, 198, 363, 130, 131, 167]
981	[374, 279, 51, 5, 57, 85, 38, 538, 632, 869, 858, 221, 733, 152, 54, 352, 1077, 1069, 1124, 1128, 1132, 1098, 314, 840, 842, 622, 42, 250, 470, 930, 540, 106, 541, 107, 471, 671, 165, 889, 890, 893, 385, 454, 1006, 1005, 1180, 1225, 1224, 1229, 1237, 1230, 2, 335, 337, 254, 46, 1, 1239, 1234, 1343, 1353, 1344, 1359, 1365, 1364, 1412, 1413, 1416, 69, 1456, 1458, 1450]
982	[474, 1170, 62, 1412, 1414, 1487]
983	[4, 6, 96, 17]
984	[54, 86, 164, 1169, 1077, 858, 1230, 1239, 1234, 1343, 736, 1428, 1458, 1450, 1413, 864, 1351, 1352, 1353, 1224, 1267, 1453]
985	[554, 1170, 1288, 517, 142, 1123, 104]
986	[670, 266, 255, 23]
987	[97, 102, 138, 352]
988	[632, 374, 54, 1491]
989	[54, 17, 55, 60, 61, 27, 24, 1, 62, 39, 25, 43]
990	[74, 75, 120, 11, 44, 76, 122, 245]
991	[224, 323, 70, 193, 61, 208]
992	[449, 868, 52, 1412, 51, 1124, 1177, 1356, 1455]
993	[210, 730, 863, 1, 1169, 1177, 1170, 1570]
994	[1, 17, 622, 1477]
995	[1, 1098, 1190, 1176, 1169, 1233, 1240]
996	[474, 863, 851, 1080]
997	[85, 86, 285, 69]
998	[405, 308, 671, 39, 387]
999	[383, 384, 41, 1]
1000	[17, 6, 1124, 1128, 736, 177, 761]
1001	[96, 54, 17, 147, 108]
1002	[57, 959, 647, 649, 179]
1003	[420, 331, 712, 669, 410, 195, 858, 373, 85, 52]
1004	[215, 858, 193, 173, 1356, 143, 1498, 1549, 591]
1005	[101, 18, 228, 388]
1006	[54, 672, 57, 94]
1007	[271, 195, 6, 249, 332, 98, 167, 371, 553, 1453, 1124, 47]
1008	[225, 172, 173, 427, 267, 23, 1124, 736]
1009	[155, 51, 143, 236]
1010	[24, 76, 50, 51, 52]
1011	[216, 673, 208, 474, 43, 193, 297, 414, 244]
1012	[31, 1098, 1233, 1287]
1013	[180, 625, 255, 423, 197]
1014	[17, 638, 1124, 736, 193]
1015	[674, 57, 69, 189, 736, 1006, 1005, 23]
1016	[6, 138, 17, 18]
1017	[643, 167, 39, 130, 98, 166]
1018	[17, 57, 27, 1, 25]
1019	[34, 1, 43, 7]
1020	[477, 47, 43, 57, 366, 135, 195, 244, 1146, 7, 74, 75, 1006, 1428, 1451]
1021	[477, 853, 61, 189]
1022	[98, 166, 130, 474]
1023	[6, 197, 147, 1, 54, 88]
1024	[636, 80, 57, 6, 520]
1025	[676, 620, 199, 144, 61]
1026	[172, 23, 427, 243, 24, 76]
1027	[86, 250, 42, 147]
1028	[677, 678, 179, 177]
1029	[99, 47, 249, 97]
1030	[679, 46, 47, 39, 43]
1031	[141, 375, 5, 554]
1032	[54, 1, 409, 378, 1176, 1169, 1170, 1137, 215, 94, 459, 1224, 1287, 1292]
1033	[680, 175, 176, 528, 900]
1034	[54, 223, 57, 197, 1240, 98, 131]
1035	[175, 470, 471, 176, 147]
1036	[521, 24, 93, 1451]
1037	[97, 138, 17, 18, 486, 453, 343, 526, 115, 6, 14, 99, 1069, 1, 1074, 41, 1169]
1038	[131, 853, 47, 1267, 129, 285]
1039	[458, 175, 1169, 1176]
1040	[279, 7, 34, 393, 659, 51, 152, 373, 52, 50]
1041	[30, 543, 544, 203]
1042	[477, 9, 307, 424]
1043	[99, 17, 97, 4, 138, 14, 326, 18, 40]
1044	[47, 561, 285, 1067, 69, 1080, 1347, 1572]
1045	[164, 54, 159, 94, 86, 310]
1046	[474, 241, 18, 1175, 620, 12]
1047	[271, 195, 245, 1341, 1353, 1354]
1048	[143, 858, 195, 144, 51, 1267, 626]
1049	[681, 75, 260, 436, 39, 189, 226, 1006, 1202, 1128, 1358, 1366, 131, 1489, 1490]
1050	[172, 867, 173, 10, 564]
1051	[260, 7, 34, 44, 24, 1281]
1052	[529, 564, 86, 47, 43]
1053	[109, 110, 111, 297]
1054	[17, 18, 325, 708, 1169, 1170]
1055	[6, 477, 539, 1282]
1056	[99, 57, 39, 43, 617]
1057	[5, 34, 51, 1226]
1058	[7, 75, 34, 120, 11, 44]
1059	[221, 465, 684, 858, 853, 1351, 1456, 1455]
1060	[96, 17, 88, 506]
1061	[147, 4, 17, 88, 322]
1062	[60, 144, 129, 47, 36]
1063	[412, 75, 74, 11, 181, 99, 1005, 200]
1064	[54, 685, 159, 86]
1065	[69, 853, 733, 858, 1067, 1080, 868, 1351, 1490, 1348, 1455, 1491, 1352, 1202, 1, 1519]
1066	[17, 54, 223, 304, 488]
1067	[474, 790, 1005, 1350]
1068	[686, 687, 557, 688, 408]
1069	[55, 84, 371, 51]
1070	[622, 1176, 1170, 1233]
1071	[17, 138, 459, 521]
1072	[357, 499, 774, 42, 1157, 54, 223]
1073	[6, 17, 326, 102]
1074	[155, 51, 143, 1352, 1351]
1075	[396, 17, 305, 285, 236]
1076	[97, 102, 138, 96]
1077	[180, 0, 144, 307]
1078	[279, 43, 853, 866, 1006, 851, 8, 1098, 71, 1128, 240, 1229]
1079	[378, 326, 368, 521, 175, 272, 1, 1280, 452, 241, 1288]
1080	[425, 690, 89, 179, 43, 47]
1081	[6, 138, 17, 18]
1082	[34, 1170, 1233, 1547, 1550]
1083	[159, 245, 47, 853, 1356, 1286, 1288, 1282]
1084	[173, 279, 1169, 1416, 69]
1085	[334, 263, 738, 422, 147]
1086	[47, 296, 39, 1067, 1453]
1087	[7, 74, 75, 34, 11, 1123]
1088	[69, 206, 1006, 1358]
1089	[131, 17, 951, 166, 62, 952, 296, 953, 954, 955, 364, 469, 1180, 98]
1090	[636, 11, 44, 122, 260, 477, 275, 206, 1453, 1464]
1091	[326, 980, 82, 115, 1098, 147]
1092	[159, 164, 310, 43]
1093	[54, 223, 736, 57]
1094	[6, 138, 17, 18, 40]
1095	[691, 692, 693, 103, 777, 561, 736, 383, 1, 1169, 41, 147, 40, 1170, 1287, 54, 223, 1233, 1290, 1202, 1240, 1456]
1096	[173, 51, 69, 75]
1097	[17, 87, 88, 18]
1098	[396, 210, 141, 1224, 1412]
1099	[1, 6, 1005, 1068]
1100	[51, 52, 143, 34, 161, 11]
1101	[6, 694, 695, 696]
1102	[75, 34, 11, 43, 7]
1103	[416, 417, 17, 24]
1104	[3, 27, 24, 1, 62, 39, 25, 43, 414, 674]
1105	[6, 676, 697, 18, 698]
1106	[699, 26, 1456, 452, 1521, 1070, 1258]
1107	[151, 1, 25, 17, 18]
1108	[701, 134, 702, 492, 493]
1109	[47, 474, 43, 184, 125]
1110	[7, 74, 75, 34, 120, 11, 44, 76, 122]
1111	[636, 69, 463, 779]
1112	[34, 52, 657, 1224, 120, 181]
1113	[195, 453, 2, 736, 61, 69]
1114	[703, 704, 147, 679]
1115	[99, 262, 1176, 1169, 1170, 1233, 263, 147, 17, 18]
1116	[243, 320, 173, 867, 172, 1067, 21]
1117	[56, 243, 1123, 1290]
1118	[38, 1233, 738, 1240, 1354, 1285, 43]
1119	[52, 48, 43, 1063, 34, 362, 23, 1343, 1364, 8, 273]
1120	[705, 343, 114, 40, 474, 17, 99]
1121	[689, 1356, 1348, 1366]
1122	[34, 120, 11, 76, 39, 1352]
1123	[99, 866, 868, 1519]
1124	[477, 387, 851, 1077, 206]
1125	[204, 11, 44, 172, 23, 255, 144, 996, 1067, 1167, 194, 1080, 868, 1341, 1351, 69, 736, 1428, 1418, 324, 1077, 858, 225, 313, 72, 1023, 1458, 42, 181, 1455]
1126	[559, 7, 74, 75, 34]
1127	[151, 25, 631, 738]
1128	[292, 86, 43, 307, 520, 736, 249, 1225]
1129	[197, 1286, 1281, 1292, 1284, 1282, 1170]
1130	[130, 131, 167, 62, 43]
1131	[614, 266, 144, 104]
1132	[7, 74, 75, 34, 120, 11, 44, 121, 122, 147, 54, 223, 1080, 1233, 1351, 1414, 1098, 1169, 1202, 1240, 1]
1133	[387, 159, 164, 1414]
1134	[11, 44, 434, 1230, 1349]
1135	[74, 75, 34, 44]
1136	[191, 736, 1124, 51]
1137	[398, 706, 1006, 1080, 840, 1356, 358, 1455]
1138	[86, 99, 1067, 1128, 1124]
1139	[102, 147, 1, 77]
1140	[6, 101, 851, 868]
1141	[159, 387, 47, 164]
1142	[17, 147, 57, 1]
1143	[6, 263, 147, 700, 4, 97, 96, 17, 88, 18]
1144	[529, 99, 1131, 720, 1069, 1202, 275, 1433, 6, 158, 197, 1415, 252, 253, 1240]
1145	[129, 86, 62, 299]
1146	[1, 216, 671, 868, 1226, 1287, 272, 300]
1147	[74, 34, 120, 11, 44, 76, 121, 94, 142]
1148	[377, 108, 109, 110, 111, 238, 112]
1149	[324, 155, 368, 57, 146, 162, 660, 1077, 858]
1150	[7, 74, 34, 120, 44, 76, 122]
1151	[55, 120, 76, 181, 245, 60, 24]
1152	[239, 69, 240, 51, 1077, 858]
1153	[151, 54, 223, 57, 86, 1, 39]
1154	[266, 714, 255, 267, 144, 292, 396]
1155	[70, 1130, 1485, 736, 309, 204]
1156	[715, 396, 70, 863, 277]
1157	[716, 47, 24, 216, 39, 564, 301, 125, 618, 65, 863, 477, 34]
1158	[717, 56, 401, 718, 719, 72, 275]
1159	[34, 90, 720, 180]
1160	[215, 24, 70, 374, 241, 193, 858, 1239, 1234, 1343, 1364, 1456, 1458, 1413, 1077, 98, 166, 130, 9, 666, 311, 1487]
1161	[566, 567, 1177, 1418]
1162	[7, 74, 75, 34, 120, 76]
1163	[6, 47, 100, 408]
1164	[114, 207, 9, 39, 736, 1000, 947, 256, 851, 1074, 83, 113, 1086, 18, 54, 57, 1131, 1167, 1169, 1170, 343, 1173, 1339, 82, 1356, 485, 510, 727, 457, 791, 1310, 168, 1569]
1165	[216, 264, 536, 932, 70]
1166	[4, 14, 101, 532]
1167	[99, 858, 736, 228, 870, 1098, 7, 1550]
1168	[17, 18, 847, 422]
1169	[722, 436, 143, 1550, 329]
1170	[152, 373, 285, 305, 85, 2]
1171	[102, 125, 96, 147, 6]
1172	[97, 102, 6, 138, 96, 17, 18]
1173	[54, 47, 205, 179, 43]
1174	[74, 75, 34, 76, 121]
1175	[474, 61, 1450, 454]
1176	[7, 74, 75, 34, 120, 11, 76]
1177	[723, 724, 725, 726, 727, 728, 1, 729]
1178	[730, 1067, 1168, 1202, 1225, 1224, 1280, 1281, 1282, 1346, 1364, 1370, 1366, 1369, 1402, 1349, 1348, 1344, 1365, 1412, 1413, 1414, 1428, 1453, 70, 1486, 1489, 1519]
1179	[407, 193, 290, 731, 100]
1180	[216, 564, 47, 184, 732, 387, 390, 858, 733, 1202]
1181	[732, 51, 733, 730, 97, 6]
1182	[384, 41, 507, 383]
1183	[689, 34, 855, 1281, 144]
1184	[241, 736, 1453, 2, 630]
1185	[292, 34, 9, 125]
1186	[6, 57, 39, 43, 408]
1187	[145, 373, 85, 57]
1188	[39, 867, 866, 1170, 159, 1522]
1189	[1, 43, 737, 1031, 272, 1131, 147]
1190	[32, 202, 213, 381, 453]
1191	[243, 7, 34, 477, 1130, 253, 293, 736, 309, 1224, 1420, 1412, 1428, 402]
1192	[34, 11, 76, 122, 46, 13, 94]
1193	[99, 6, 85, 736, 733, 738]
1194	[151, 739, 474, 736]
1195	[102, 6, 17, 410, 245]
1196	[736, 1077, 8, 1570]
1197	[740, 736, 866, 855, 867, 868, 1006, 1005, 1014, 1068, 1067, 1069, 798, 1123, 1131, 1124, 1173, 1170, 1175, 1168, 1178, 1225, 1229, 1237, 1230, 1226, 1239, 1240, 1284, 1304, 1356, 1358, 1346, 1359, 1419, 1414, 1455, 1519]
1198	[712, 771, 736, 1098, 1177, 1169, 867, 68, 1240, 1349, 1458, 1451, 1419, 1522, 1524, 1549, 1526, 1550]
1199	[736, 6, 138, 18, 101, 117]
1200	[6, 14, 1131, 1132]
1201	[61, 1005, 853, 1067, 1282]
1202	[138, 17, 97, 18, 287]
1203	[34, 1224, 1456, 1455, 1412, 1351, 1453, 1098, 853, 1240, 1124, 1352, 7, 1, 43, 1489, 736, 1451]
1204	[99, 700, 228, 229, 4, 101, 212, 262, 741, 388, 413, 233, 742, 743, 56, 477, 561, 736, 774, 851, 268, 225, 342, 72, 1479, 1145, 530, 657, 1428, 1541]
1205	[156, 744, 18, 436, 402, 241]
1206	[106, 57, 52, 736, 196, 85, 198, 863, 853, 858, 855, 733, 738, 139, 378, 215, 241]
1207	[477, 298, 412, 47, 249]
1208	[293, 309, 237, 870, 459, 1356, 1146, 223, 242, 143, 144]
1209	[34, 62, 1358, 6, 1346, 1489]
1210	[474, 64, 47, 184, 92, 1080, 1128]
1211	[638, 210, 730, 285, 236]
1212	[7, 74, 75, 34, 11, 76, 121, 122, 226, 39, 477]
1213	[98, 166, 130, 131, 736]
1214	[341, 736, 6, 17, 96, 1098, 360, 158, 1229, 404, 1202, 1240, 1, 1284, 1282, 1341, 1342, 1345, 1359, 564, 215, 1348, 1351, 1352, 1353, 1354, 1522, 1170, 1499, 1549, 1077, 1550, 1571]
1215	[31, 17, 141, 375]
1216	[102, 17, 82, 18, 115]
1217	[145, 624, 627, 265]
1218	[99, 197, 733, 870, 586, 13]
1219	[228, 388, 17, 4, 138, 1169, 1170, 6, 1271]
1220	[371, 553, 34, 273, 93, 625, 360, 309]
1221	[75, 121, 199, 95, 1067]
1222	[249, 214, 51, 144]
1223	[204, 699, 863, 930, 7, 181, 59, 620, 660, 662, 155, 1124, 144, 341, 1224, 1006, 1067, 1080, 206, 74, 1486]
1224	[64, 736, 1356, 1549]
1225	[567, 858, 323, 1170]
1226	[24, 557, 625, 207, 1372, 143]
1227	[62, 39, 6, 56]
1228	[138, 96, 1202, 1240, 1]
1229	[736, 308, 412, 671, 863, 69, 1230, 1290]
1230	[529, 490, 736, 1456, 282, 653]
1231	[77, 325, 4, 6, 18, 17, 87]
1232	[172, 855, 867, 279, 689]
1233	[410, 874, 90, 1080, 50, 52, 51]
1234	[69, 1067, 57, 1124, 736]
1235	[117, 331, 436, 193, 358, 249, 1123, 359]
1236	[559, 940, 70, 8, 28, 68]
1237	[736, 94, 520, 1124]
1238	[435, 26, 736, 1176]
1239	[368, 144, 266, 331, 619, 255, 267, 172, 653, 123, 146, 322, 867, 23, 389, 323, 1547, 1523, 1522, 1524]
1240	[17, 101, 18, 97, 138, 87, 88, 923]
1241	[143, 285, 2, 280]
1242	[733, 863, 1365, 1366]
1243	[199, 637, 54, 858, 1230, 2, 1453, 1458, 1412, 1226, 1341, 1347, 1349, 1342, 1353, 1359, 1370, 1281, 1490, 1415, 1419, 1519, 1520, 1550, 1522, 1524]
1244	[736, 730, 249, 813, 39]
1245	[17, 97, 101, 736]
1246	[17, 520, 474, 736]
1247	[229, 413, 26, 98, 166, 130, 131, 167]
1248	[704, 151, 1039, 10, 1209]
1249	[267, 312, 206, 332]
1250	[30, 1007, 57, 1352, 1351, 1359, 1369]
1251	[776, 69, 123, 1124, 736]
1252	[376, 331, 777, 543, 32, 544, 52, 474, 736, 738, 25, 50, 17, 422, 990, 224, 356]
1253	[97, 4, 138, 221]
1254	[17, 422, 113, 83, 99, 88]
1255	[34, 477, 143, 965, 1123]
1256	[113, 115, 17, 256]
1257	[61, 1005, 853, 1124, 1418, 1455, 1491, 385]
1258	[486, 490, 348, 285, 236]
1259	[0, 47, 249, 636, 565, 181, 1124, 104, 1267, 1098, 1225, 797, 57, 241, 72, 127, 193]
1260	[736, 368, 1, 1087, 1358, 1341, 197]
1261	[778, 1088, 1089, 1062, 1090, 1091]
1262	[50, 281, 1124, 736]
1263	[736, 853, 1124, 521, 1342, 1418]
1264	[54, 463, 305, 1428, 1451, 1570]
1265	[28, 193, 901, 172, 69, 1239, 1234, 1343, 127, 1067, 1080, 8, 68, 699]
1266	[43, 1014, 1067, 69, 1224, 1226, 1234, 1349, 1370, 1369, 1287, 1292, 1285, 1413, 1416, 1417]
1267	[779, 1286, 1170, 1233]
1268	[151, 86, 54, 223, 768, 412]
1269	[47, 41, 730, 216, 251, 303, 417, 418, 1068, 1086, 1098, 1124, 147, 1529, 1206]
1270	[99, 383, 315, 780]
1271	[41, 147, 1197, 1176, 1233, 1170]
1272	[781, 163, 561, 855, 144]
1273	[85, 152, 17, 39, 736, 782]
1274	[216, 902, 54, 223, 138, 17, 1453]
1275	[17, 132, 47, 39, 43]
1276	[417, 54, 223, 275]
1277	[615, 37, 31, 32, 33]
1278	[241, 450, 436, 62, 736, 767, 1077, 858, 17, 57, 1168, 1007, 269]
1279	[541, 1077, 2, 50, 51, 52]
1280	[61, 1005, 1013, 1521]
1281	[7, 74, 34, 120, 11, 44, 76]
1282	[736, 6, 17, 115]
1283	[34, 507, 266, 383, 1168, 41, 768, 1124]
1284	[356, 224, 28, 47, 62, 39, 296, 318, 301]
1285	[4, 6, 96, 17]
1286	[455, 69, 145, 624, 265, 1124]
1287	[6, 17, 509, 1373, 1169]
1288	[47, 477, 43, 184]
1289	[787, 474, 736, 34, 122, 1124]
1290	[375, 383, 384, 1176, 1169]
1291	[358, 359, 840, 824]
1292	[173, 867, 427, 1452, 144, 8, 28, 68, 1522]
1293	[57, 62, 39, 474, 43]
1294	[7, 74, 75, 34, 120, 11, 44, 76, 121]
1295	[736, 1124, 1128, 1233, 1290, 1280, 1169]
1296	[8, 28, 751, 1067, 312, 1080, 1006, 206, 1220, 1451]
1297	[194, 1100, 210, 193, 127]
1298	[6, 434, 1098, 96, 1169, 1226, 1240, 97, 147, 1068, 1202, 1, 1490, 1523, 1570]
1299	[396, 671, 2, 52, 144, 1226, 57]
1300	[736, 1131, 1128, 1233]
1301	[217, 26, 179, 675]
1302	[99, 413, 25, 147, 216, 858, 738, 175, 304, 387, 164, 1080, 488, 86, 47, 679, 310, 521, 159, 1068, 1287, 1412, 1417, 1240, 1450, 1098, 1169, 203]
1303	[477, 561, 730, 733, 738, 1416]
1304	[144, 24, 307, 625, 870]
1305	[6, 17, 532, 477]
1306	[736, 390, 754, 821, 909, 835, 143, 369, 69, 1067, 309, 831, 103, 1352, 1486, 50, 9]
1307	[7, 75, 34, 120, 44, 76, 121]
1308	[7, 74, 34, 11, 75]
1309	[105, 435, 139, 17]
1310	[34, 1, 1169, 1202, 1456]
1311	[360, 333, 789, 147, 96, 55]
1312	[34, 1140, 1356, 1455, 1491, 1069]
1313	[378, 39, 730, 43]
1314	[46, 72, 522, 34]
1315	[47, 39, 43, 1203, 1229, 121, 147, 216, 1531, 520, 1571]
1316	[263, 474, 6, 96, 1068, 1176, 1233, 1366, 147, 156, 159]
1317	[242, 619, 540, 747, 348, 689, 326, 323, 1, 863, 563, 866, 1007, 1006, 1019, 868, 1005, 1014, 1068, 1123, 1131, 1124, 1169, 1170, 1230, 1226, 1240, 1286, 1282, 1418, 1456, 1499, 1526, 1523, 1556]
1318	[560, 362, 243, 561, 1067, 204, 147, 266, 372, 144, 255, 180, 785, 855, 19, 142, 23, 197, 24, 69, 427, 193, 1520, 320]
1319	[34, 7, 74, 75, 120, 76, 13, 246]
1320	[790, 210, 122, 517, 1356]
1321	[69, 24, 266, 42]
1322	[34, 39, 477, 736, 43]
1323	[736, 1230, 1202, 86]
1324	[221, 684, 858, 258, 1013, 1077, 273, 517, 1220, 324, 1005, 420, 1353, 1369, 244, 1453, 1458, 1450, 1455, 1487]
1325	[217, 97, 435, 260]
1326	[791, 82, 115, 1141, 147]
1327	[293, 204, 69, 127, 905, 798, 1080, 614]
1328	[34, 249, 465, 414]
1329	[241, 106, 541, 107, 851]
1330	[792, 257, 477, 57]
1331	[54, 540, 106, 541, 107, 2, 733]
1332	[262, 175, 263, 147, 17, 1370]
1333	[70, 39, 270, 1547, 1519, 1524]
1334	[38, 30, 32, 202]
1335	[4, 96, 17, 1169, 1248, 6]
1336	[356, 70, 736, 101, 267, 172, 867, 362, 28, 243, 127, 65, 322, 800, 901, 144, 69, 1522]
1337	[17, 794, 326, 96, 795]
1338	[736, 166, 131, 167]
1339	[151, 1098, 69, 736, 1281, 1282]
1340	[60, 798, 69, 1366, 180, 1548, 194, 653, 322, 983, 1023, 208, 1550]
1341	[56, 74, 477, 43]
1342	[329, 69, 864, 51, 1351]
1343	[56, 57, 532, 477, 736]
1344	[313, 197, 24, 350, 557, 93, 625, 70, 142, 293, 309, 354, 308, 1080, 387, 54]
1345	[799, 197, 384, 1169]
1346	[567, 566, 6, 86, 1249, 136, 366, 1455, 250, 1464, 565, 1221]
1347	[250, 47, 204, 9, 172, 1402, 173]
1348	[689, 266, 1169, 144]
1349	[258, 7, 74, 75, 34, 11, 44, 76, 122]
1350	[7, 74, 75, 120, 11, 44, 121]
1351	[495, 55, 57, 159, 86, 114, 34, 120, 11, 44, 76, 121, 1034, 399, 1035, 646, 863, 341, 912, 147, 24, 736, 294, 1036, 1037, 639, 297, 1175, 1306, 1307, 908, 1308, 117, 1018, 92, 1309]
1352	[177, 402, 280, 453]
1353	[257, 641, 86, 34, 258, 47, 477]
1354	[54, 1169, 1233, 1098, 1202, 1, 1319, 1456, 1124]
1355	[97, 6, 17, 88, 18]
1356	[281, 621, 1038, 7]
1357	[215, 332, 1169, 69, 1226, 736, 6, 1177, 1356, 197]
1358	[800, 356, 1170, 1288]
1359	[6, 49, 522, 17]
1360	[626, 43, 1080, 6]
1361	[17, 88, 99, 1421, 1458]
1362	[7, 75, 34, 76, 47, 43, 559]
1363	[52, 50, 17, 4, 138, 1080]
1364	[736, 98, 166, 130, 131, 167]
1365	[495, 209, 736, 17, 1418, 792, 12]
1366	[144, 1067, 1175, 736, 790]
1367	[736, 23, 774, 867, 243, 148, 127, 1067, 1080, 120, 69, 1124, 1418]
1368	[567, 302, 566, 1281]
1369	[736, 941, 866, 196, 826, 1013, 17, 1005, 1080, 101, 51, 189, 1225, 1229, 1230, 1124, 249, 1231, 1232, 1267, 1281, 1292, 454, 1302, 1358, 1360, 1353, 66, 258, 1386, 580, 996, 1455, 1418, 1, 1547]
1370	[292, 196, 293, 863, 309, 70, 561, 733, 1032, 734, 905, 147, 2]
1371	[801, 506, 802, 726, 17, 803, 717, 56, 409, 114, 171, 635, 804, 197, 457, 381, 90, 49, 9, 58, 1, 39]
1372	[273, 224, 866, 863, 736]
1373	[98, 166, 130, 131, 128, 167, 129]
1374	[389, 197, 693, 256, 1124, 736, 96, 387]
1375	[200, 576, 189, 236]
1376	[142, 17, 42, 338, 2, 706, 774, 844]
1377	[144, 1233, 41, 1348, 1451]
1378	[69, 293, 858, 51, 143]
1379	[159, 383, 41, 387]
1380	[700, 231, 101, 212, 232, 262]
1381	[564, 215, 216, 1080]
1382	[50, 51, 52, 305]
1383	[51, 285, 736, 279, 1124, 12]
1384	[524, 1015, 1176, 147]
1385	[4, 138, 17, 18]
1386	[175, 1167, 1351, 1352]
1387	[58, 1176, 1169, 1170]
1388	[265, 805, 806, 807]
1389	[738, 25, 1341, 342]
1390	[808, 156, 809, 810, 378, 370, 18, 203, 40, 507, 923, 458, 948, 907, 689, 739, 88, 543, 418, 949, 738]
1391	[199, 323, 315, 275, 743, 1226]
1392	[739, 736, 1019, 130, 70, 69, 264, 357, 536, 1291, 1415, 986, 996, 355, 356, 359, 1522]
1393	[97, 6, 96, 108, 737]
1394	[74, 75, 11, 44]
1395	[439, 441, 442, 445, 446, 447, 448]
1396	[7, 74, 75, 34, 120, 11, 76]
1397	[463, 194, 1067, 52]
1398	[477, 853, 47, 61]
1399	[147, 175, 490, 158]
1400	[17, 850, 2, 1283]
1401	[142, 189, 266, 321, 144, 867, 477, 561, 858, 143, 51, 69, 1080, 334]
1402	[74, 34, 120, 44]
1403	[117, 358, 219, 36, 1247, 967, 220, 824, 405, 308, 412, 671, 699, 39, 357]
1404	[325, 102, 17, 18]
1405	[7, 74, 75, 34, 120, 11, 44, 76, 477]
1406	[636, 338, 1188, 272]
1407	[120, 76, 7, 34, 121]
1408	[54, 239, 1168, 1225, 736, 72]
1409	[102, 404, 17, 18, 375]
1410	[7, 34, 246, 57]
1411	[787, 474, 736, 733, 29]
1412	[99, 101, 422, 366]
1413	[29, 6, 853, 858, 55, 14, 17, 1074, 56, 1173]
1414	[138, 1098, 1124, 1224, 1456]
1415	[811, 812, 768, 310, 198, 129, 387, 144, 47, 1456]
1416	[34, 1005, 1230, 1287]
1417	[98, 166, 130, 131, 167, 532]
1418	[7, 74, 75, 34, 76]
1419	[730, 1007, 1230, 1280]
1420	[813, 39, 532, 561, 736]
1421	[7, 74, 75, 34, 76]
1422	[693, 460, 263, 147]
1423	[7, 34, 121, 122, 226, 61, 477]
1424	[736, 733, 1124, 1287, 1290]
1425	[498, 958, 456, 216, 6, 17, 366]
1426	[255, 172, 144, 23]
1427	[333, 455, 354, 619, 329, 52, 986, 306]
1428	[106, 275, 366, 329, 172, 194, 1353, 397, 144, 391, 1013]
1429	[54, 17, 223, 57, 40]
1430	[17, 99, 6, 96]
1431	[6, 17, 1124, 144]
1432	[730, 1081, 172, 1412]
1433	[254, 387, 768, 719, 7]
1434	[4, 17, 88, 18]
1435	[60, 389, 1224, 798, 175, 1189, 905]
